20170602162843.363421, 020617, 162847.50, -118.455803, +33.965037, 241.73, 246.03, 5.12,  19.9850,   33.393,   4.59364, 00711.0
20170602162844.369212, 020617, 162848.50, -118.455830, +33.965027, 240.50, 242.71, 5.10,  19.9818,   33.393,   4.59332, 00697.0
20170602162845.362998, 020617, 162849.50, -118.455855, +33.965016, 239.52, 241.94, 5.13,  19.9787,   33.393,   4.59307, 00686.0
20170602162846.359787, 020617, 162850.50, -118.455880, +33.965004, 239.55, 239.07, 5.11,  19.9759,   33.394,   4.59288, 00685.0
20170602162847.371588, 020617, 162851.50, -118.455903, +33.964992, 240.17, 240.46, 5.08,  19.9743,   33.395,   4.59278, 00673.0
20170602162848.378384, 020617, 162852.50, -118.455928, +33.964980, 241.10, 240.53, 5.10,  19.9733,   33.395,   4.59272, 00668.0
20170602162849.378175, 020617, 162853.50, -118.455953, +33.964969, 241.49, 241.10, 5.11,  19.9738,   33.394,   4.59262, 00653.0
20170602162850.389974, 020617, 162854.50, -118.455978, +33.964958, 241.29, 241.18, 5.10,  19.9752,   33.395,   4.59289, 00635.0
20170602162851.365745, 020617, 162855.50, -118.456003, +33.964946, 240.13, 241.82, 5.10,  19.9763,   33.396,   4.59316, 00625.0
20170602162852.360532, 020617, 162856.50, -118.456028, +33.964935, 238.99, 240.54, 5.12,  19.9788,   33.397,   4.59348, 00625.0
20170602162853.361327, 020617, 162857.50, -118.456053, +33.964923, 238.27, 238.48, 5.15,  19.9826,   33.396,   4.59375, 00608.0
20170602162854.362116, 020617, 162858.50, -118.456078, +33.964911, 238.00, 239.79, 5.13,  19.9858,   33.396,   4.59410, 00606.0
20170602162855.366912, 020617, 162859.50, -118.456102, +33.964899, 238.36, 237.92, 5.13,  19.9895,   33.395,   4.59428, 00604.0
20170602162856.365702, 020617, 162900.50, -118.456127, +33.964886, 238.92, 238.82, 5.11,  19.9938,   33.396,   4.59486, 00592.0
20170602162857.365493, 020617, 162901.50, -118.456152, +33.964874, 239.55, 239.20, 5.15,  19.9981,   33.395,   4.59513, 00592.0
20170602162858.781613, 020617, 162902.50, -118.456177, +33.964862, 240.04, 240.56, 5.17,  20.0029,   33.395,   4.59566, 00589.0
20170602162859.363103, 020617, 162903.50, -118.456200, +33.964850, 240.60, 241.37, 5.13,  20.0064,   33.396,   4.59609, 00584.0
20170602162900.369868, 020617, 162904.50, -118.456225, +33.964838, 240.87, 239.52, 5.15,  20.0102,   33.394,   4.59626, 00583.0
20170602162901.361655, 020617, 162905.50, -118.456250, +33.964826, 241.27, 241.10, 5.12,  20.0136,   33.396,   4.59677, 00573.0
20170602162902.363449, 020617, 162906.50, -118.456275, +33.964815, 241.88, 241.19, 5.15,  20.0175,   33.395,   4.59700, 00572.0
20170602162903.363240, 020617, 162907.50, -118.456300, +33.964803, 242.44, 241.68, 5.16,  20.0207,   33.395,   4.59732, 00571.0
20170602162904.376039, 020617, 162908.50, -118.456325, +33.964792, 242.96, 241.57, 5.15,  20.0242,   33.394,   4.59763, 00573.0
20170602162905.366822, 020617, 162909.50, -118.456352, +33.964781, 243.49, 242.17, 5.13,  20.0269,   33.395,   4.59797, 00575.0
20170602162906.364611, 020617, 162910.50, -118.456377, +33.964770, 243.85, 243.20, 5.15,  20.0298,   33.396,   4.59836, 00572.0
20170602162907.369406, 020617, 162911.50, -118.456402, +33.964760, 243.67, 243.78, 5.15,  20.0325,   33.395,   4.59849, 00573.0
20170602162908.401222, 020617, 162912.50, -118.456428, +33.964749, 242.89, 244.24, 5.16,  20.0350,   33.396,   4.59884, 00577.0
20170602162909.371990, 020617, 162913.50, -118.456453, +33.964739, 241.87, 243.65, 5.17,  20.0372,   33.395,   4.59895, 00577.0
20170602162910.365780, 020617, 162914.50, -118.456480, +33.964728, 240.98, 242.81, 5.13,  20.0392,   33.396,   4.59925, 00578.0
20170602162911.366568, 020617, 162915.50, -118.456505, +33.964717, 240.40, 240.16, 5.11,  20.0407,   33.394,   4.59920, 00579.0
20170602162912.363356, 020617, 162916.50, -118.456530, +33.964705, 240.56, 240.74, 5.12,  20.0424,   33.395,   4.59954, 00582.0
20170602162913.359143, 020617, 162917.50, -118.456555, +33.964693, 240.92, 240.96, 5.14,  20.0438,   33.394,   4.59948, 00583.0
